Tổng số lớp học,Tổng số sinh viên,Loại A+,Loại A,Loại B+,Loại B,Loại C+,Loại C,Loại D+,Loại D,Loại F,Trung bình Loại A+,Trung bình Loại A,Trung bình Loại B+,Trung bình Loại B,Trung bình Loại C+,Trung bình Loại C,Trung bình Loại D+,Trung bình Loại D,Trung bình Loại F,L1,L2,TX1,TX2,Cuối kỳ
9,519,0,86,67,64,82,56,46,31,87,0.0,9.555555555555555,7.444444444444445,7.111111111111111,9.11111111111111,6.222222222222222,5.111111111111111,3.4444444444444446,9.666666666666666,437,316,439,484,409
